-4	-4	0.597238
-4	-3.8	0.584698
-4	-3.6	0.572706
-4	-3.4	0.561277
-4	-3.2	0.550425
-4	-3	0.540164
-4	-2.8	0.530504
-4	-2.6	0.52146
-4	-2.4	0.51304
-4	-2.2	0.505256
-4	-2	0.498116
-4	-1.8	0.49163
-4	-1.6	0.485806
-4	-1.4	0.48065
-4	-1.2	0.476169
-4	-1	0.472368
-4	-0.8	0.469252
-4	-0.6	0.466824
-4	-0.4	0.465088
-4	-0.2	0.464045
-4	0	0.463698
-4	0.2	0.464045
-4	0.4	0.465088
-4	0.6	0.466824
-4	0.8	0.469252
-4	1	0.472368
-4	1.2	0.476169
-4	1.4	0.48065
-4	1.6	0.485806
-4	1.8	0.49163
-4	2	0.498116
-4	2.2	0.505256
-4	2.4	0.51304
-4	2.6	0.52146
-4	2.8	0.530504
-4	3	0.540164
-4	3.2	0.550425
-4	3.4	0.561277
-4	3.6	0.572706
-4	3.8	0.584698

-3.8	-4	0.565389
-3.8	-3.8	0.551918
-3.8	-3.6	0.539036
-3.8	-3.4	0.526758
-3.8	-3.2	0.515101
-3.8	-3	0.504077
-3.8	-2.8	0.4937
-3.8	-2.6	0.483983
-3.8	-2.4	0.474938
-3.8	-2.2	0.466575
-3.8	-2	0.458905
-3.8	-1.8	0.451937
-3.8	-1.6	0.44568
-3.8	-1.4	0.44014
-3.8	-1.2	0.435326
-3.8	-1	0.431242
-3.8	-0.8	0.427894
-3.8	-0.6	0.425286
-3.8	-0.4	0.423421
-3.8	-0.2	0.4223
-3.8	0	0.421927
-3.8	0.2	0.4223
-3.8	0.4	0.423421
-3.8	0.6	0.425286
-3.8	0.8	0.427894
-3.8	1	0.431242
-3.8	1.2	0.435326
-3.8	1.4	0.44014
-3.8	1.6	0.44568
-3.8	1.8	0.451937
-3.8	2	0.458905
-3.8	2.2	0.466575
-3.8	2.4	0.474938
-3.8	2.6	0.483983
-3.8	2.8	0.4937
-3.8	3	0.504077
-3.8	3.2	0.515101
-3.8	3.4	0.526758
-3.8	3.6	0.539036
-3.8	3.8	0.551918

-3.6	-4	0.534664
-3.6	-3.8	0.520295
-3.6	-3.6	0.506555
-3.6	-3.4	0.493459
-3.6	-3.2	0.481024
-3.6	-3	0.469264
-3.6	-2.8	0.458195
-3.6	-2.6	0.44783
-3.6	-2.4	0.438181
-3.6	-2.2	0.42926
-3.6	-2	0.421078
-3.6	-1.8	0.413644
-3.6	-1.6	0.406969
-3.6	-1.4	0.40106
-3.6	-1.2	0.395924
-3.6	-1	0.391567
-3.6	-0.8	0.387996
-3.6	-0.6	0.385213
-3.6	-0.4	0.383223
-3.6	-0.2	0.382028
-3.6	0	0.38163
-3.6	0.2	0.382028
-3.6	0.4	0.383223
-3.6	0.6	0.385213
-3.6	0.8	0.387996
-3.6	1	0.391567
-3.6	1.2	0.395924
-3.6	1.4	0.40106
-3.6	1.6	0.406969
-3.6	1.8	0.413644
-3.6	2	0.421078
-3.6	2.2	0.42926
-3.6	2.4	0.438181
-3.6	2.6	0.44783
-3.6	2.8	0.458195
-3.6	3	0.469264
-3.6	3.2	0.481024
-3.6	3.4	0.493459
-3.6	3.6	0.506555
-3.6	3.8	0.520295

-3.4	-4	0.505141
-3.4	-3.8	0.48991
-3.4	-3.6	0.475343
-3.4	-3.4	0.461461
-3.4	-3.2	0.448278
-3.4	-3	0.435812
-3.4	-2.8	0.424078
-3.4	-2.6	0.413089
-3.4	-2.4	0.40286
-3.4	-2.2	0.393402
-3.4	-2	0.384728
-3.4	-1.8	0.376848
-3.4	-1.6	0.369771
-3.4	-1.4	0.363506
-3.4	-1.2	0.358061
-3.4	-1	0.353442
-3.4	-0.8	0.349656
-3.4	-0.6	0.346706
-3.4	-0.4	0.344596
-3.4	-0.2	0.343329
-3.4	0	0.342907
-3.4	0.2	0.343329
-3.4	0.4	0.344596
-3.4	0.6	0.346706
-3.4	0.8	0.349656
-3.4	1	0.353442
-3.4	1.2	0.358061
-3.4	1.4	0.363506
-3.4	1.6	0.369771
-3.4	1.8	0.376848
-3.4	2	0.384728
-3.4	2.2	0.393402
-3.4	2.4	0.40286
-3.4	2.6	0.413089
-3.4	2.8	0.424078
-3.4	3	0.435812
-3.4	3.2	0.448278
-3.4	3.4	0.461461
-3.4	3.6	0.475343
-3.4	3.8	0.48991

-3.2	-4	0.476892
-3.2	-3.8	0.460835
-3.2	-3.6	0.445479
-3.2	-3.4	0.430843
-3.2	-3.2	0.416945
-3.2	-3	0.403803
-3.2	-2.8	0.391432
-3.2	-2.6	0.379847
-3.2	-2.4	0.369062
-3.2	-2.2	0.359091
-3.2	-2	0.349946
-3.2	-1.8	0.341637
-3.2	-1.6	0.334176
-3.2	-1.4	0.327571
-3.2	-1.2	0.32183
-3.2	-1	0.316961
-3.2	-0.8	0.312969
-3.2	-0.6	0.309859
-3.2	-0.4	0.307634
-3.2	-0.2	0.306299
-3.2	0	0.305853
-3.2	0.2	0.306299
-3.2	0.4	0.307634
-3.2	0.6	0.309859
-3.2	0.8	0.312969
-3.2	1	0.316961
-3.2	1.2	0.32183
-3.2	1.4	0.327571
-3.2	1.6	0.334176
-3.2	1.8	0.341637
-3.2	2	0.349946
-3.2	2.2	0.359091
-3.2	2.4	0.369062
