-4	-4	32
-4	-3.8	37.3498
-4	-3.6	47.0502
-4	-3.4	45.6502
-4	-3.2	33.1498
-4	-3	25
-4	-2.8	30.7498
-4	-2.6	40.8502
-4	-2.4	39.8502
-4	-2.2	27.7498
-4	-2	20
-4	-1.8	26.1498
-4	-1.6	36.6502
-4	-1.4	36.0502
-4	-1.2	24.3498
-4	-1	17
-4	-0.8	23.5498
-4	-0.6	34.4502
-4	-0.4	34.2502
-4	-0.2	22.9498
-4	0	16
-4	0.2	22.9498
-4	0.4	34.2502
-4	0.6	34.4502
-4	0.8	23.5498
-4	1	17
-4	1.2	24.3498
-4	1.4	36.0502
-4	1.6	36.6502
-4	1.8	26.1498
-4	2	20
-4	2.2	27.7498
-4	2.4	39.8502
-4	2.6	40.8502
-4	2.8	30.7498
-4	3	25
-4	3.2	33.1498
-4	3.4	45.6502
-4	3.6	47.0502
-4	3.8	37.3498

-3.8	-4	37.3498
-3.8	-3.8	42.6997
-3.8	-3.6	52.4
-3.8	-3.4	51
-3.8	-3.2	38.4997
-3.8	-3	30.3498
-3.8	-2.8	36.0997
-3.8	-2.6	46.2
-3.8	-2.4	45.2
-3.8	-2.2	33.0997
-3.8	-2	25.3498
-3.8	-1.8	31.4997
-3.8	-1.6	42
-3.8	-1.4	41.4
-3.8	-1.2	29.6997
-3.8	-1	22.3498
-3.8	-0.8	28.8997
-3.8	-0.6	39.8
-3.8	-0.4	39.6
-3.8	-0.2	28.2997
-3.8	0	21.3498
-3.8	0.2	28.2997
-3.8	0.4	39.6
-3.8	0.6	39.8
-3.8	0.8	28.8997
-3.8	1	22.3498
-3.8	1.2	29.6997
-3.8	1.4	41.4
-3.8	1.6	42
-3.8	1.8	31.4997
-3.8	2	25.3498
-3.8	2.2	33.0997
-3.8	2.4	45.2
-3.8	2.6	46.2
-3.8	2.8	36.0997
-3.8	3	30.3498
-3.8	3.2	38.4997
-3.8	3.4	51
-3.8	3.6	52.4
-3.8	3.8	42.6997

-3.6	-4	47.0502
-3.6	-3.8	52.4
-3.6	-3.6	62.1003
-3.6	-3.4	60.7003
-3.6	-3.2	48.2
-3.6	-3	40.0502
-3.6	-2.8	45.8
-3.6	-2.6	55.9003
-3.6	-2.4	54.9003
-3.6	-2.2	42.8
-3.6	-2	35.0502
-3.6	-1.8	41.2
-3.6	-1.6	51.7003
-3.6	-1.4	51.1003
-3.6	-1.2	39.4
-3.6	-1	32.0502
-3.6	-0.8	38.6
-3.6	-0.6	49.5003
-3.6	-0.4	49.3003
-3.6	-0.2	38
-3.6	0	31.0502
-3.6	0.2	38
-3.6	0.4	49.3003
-3.6	0.6	49.5003
-3.6	0.8	38.6
-3.6	1	32.0502
-3.6	1.2	39.4
-3.6	1.4	51.1003
-3.6	1.6	51.7003
-3.6	1.8	41.2
-3.6	2	35.0502
-3.6	2.2	42.8
-3.6	2.4	54.9003
-3.6	2.6	55.9003
-3.6	2.8	45.8
-3.6	3	40.0502
-3.6	3.2	48.2
-3.6	3.4	60.7003
-3.6	3.6	62.1003
-3.6	3.8	52.4

-3.4	-4	45.6502
-3.4	-3.8	51
-3.4	-3.6	60.7003
-3.4	-3.4	59.3003
