0.000000 0.010000 0.010000
0.000000 0.060000 0.010000
0.000000 0.110000 0.000000
0.000000 0.160000 0.010000
0.000000 0.210000 0.000000
0.000000 0.260000 0.000000
0.000000 0.310000 0.000000
0.000000 0.360000 0.000000
0.000000 0.410000 0.000000
0.000000 0.460000 0.000000
0.000000 0.510000 0.000000
0.000000 0.560000 0.000000
0.000000 0.610000 0.000000
0.000000 0.660000 0.000000
0.000000 0.710000 0.000000
0.000000 0.760000 0.010000
0.000000 0.810000 0.010000
0.000000 0.860000 0.020000
0.000000 0.910000 0.130000
0.000000 0.960000 0.950000
0.000000 1.010000 2.650000
0.200000 0.010000 0.000000
0.200000 0.060000 0.000000
0.200000 0.110000 0.000000
0.200000 0.160000 0.000000
0.200000 0.210000 0.000000
0.200000 0.260000 0.000000
0.200000 0.310000 0.000000
0.200000 0.360000 0.000000
0.200000 0.410000 0.000000
0.200000 0.460000 0.000000
0.200000 0.510000 0.000000
0.200000 0.560000 0.000000
0.200000 0.610000 0.000000
0.200000 0.660000 0.000000
0.200000 0.710000 0.000000
0.200000 0.760000 0.000000
0.200000 0.810000 0.010000
0.200000 0.860000 0.010000
0.200000 0.910000 0.030000
0.200000 0.960000 0.140000
0.200000 1.010000 0.460000
0.400000 0.010000 0.000000
0.400000 0.060000 0.000000
0.400000 0.110000 0.000000
0.400000 0.160000 0.000000
0.400000 0.210000 0.000000
0.400000 0.260000 0.000000
0.400000 0.310000 0.000000
0.400000 0.360000 0.000000
0.400000 0.410000 0.000000
0.400000 0.460000 0.000000
0.400000 0.510000 0.000000
0.400000 0.560000 0.000000
0.400000 0.610000 0.000000
0.400000 0.660000 0.000000
0.400000 0.710000 0.000000
0.400000 0.760000 0.000000
0.400000 0.810000 0.010000
0.400000 0.860000 0.010000
0.400000 0.910000 0.040000
0.400000 0.960000 0.150000
0.400000 1.010000 0.600000
0.600000 0.010000 0.000000
0.600000 0.060000 0.000000
0.600000 0.110000 0.000000
0.600000 0.160000 0.000000
0.600000 0.210000 0.000000
0.600000 0.260000 0.000000
0.600000 0.310000 0.000000
0.600000 0.360000 0.000000
0.600000 0.410000 0.000000
0.600000 0.460000 0.000000
0.600000 0.510000 0.000000
0.600000 0.560000 0.000000
0.600000 0.610000 0.000000
0.600000 0.660000 0.000000
0.600000 0.710000 0.000000
0.600000 0.760000 0.000000
0.600000 0.810000 0.010000
0.600000 0.860000 0.020000
0.600000 0.910000 0.060000
0.600000 0.960000 0.140000
0.600000 1.010000 0.460000
0.000000 1.060000 4.010000
0.000000 1.110000 3.940000
0.000000 1.160000 3.390000
0.000000 1.210000 3.370000
0.000000 1.260000 3.420000
0.000000 1.310000 3.330000
0.000000 1.360000 3.270000
0.000000 1.410000 3.270000
0.000000 1.460000 3.380000
0.000000 1.510000 3.430000
0.000000 1.560000 3.350000
0.000000 1.610000 2.990000
0.000000 1.660000 2.100000
0.000000 1.710000 1.100000
0.000000 1.760000 0.410000
0.000000 1.810000 0.140000
0.000000 1.860000 0.050000
0.000000 1.910000 0.060000
0.000000 1.960000 0.110000
0.000000 2.010000 0.550000
0.000000 2.060000 1.510000
0.200000 1.060000 1.130000
0.200000 1.110000 2.100000
0.200000 1.160000 3.000000
0.200000 1.210000 3.070000
0.200000 1.260000 1.820000
0.200000 1.310000 0.610000
0.200000 1.360000 0.290000
0.200000 1.410000 0.410000
0.200000 1.460000 1.420000
0.200000 1.510000 2.770000
0.200000 1.560000 2.700000
0.200000 1.610000 1.370000
0.200000 1.660000 0.330000
0.200000 1.710000 0.110000
0.200000 1.760000 0.070000
0.200000 1.810000 0.040000
0.200000 1.860000 0.010000
0.200000 1.910000 0.110000
0.200000 1.960000 0.190000
0.200000 2.010000 0.200000
0.200000 2.060000 0.250000
0.400000 1.060000 1.300000
0.400000 1.110000 1.850000
