     1.129316     1.908535     0.952447
     1.496547     3.022367     0.940815
     2.123075     4.552731     0.999188
     3.086379     6.746714     1.203217
     4.520109     9.923628     1.716070
     6.621334    14.488626     2.883726
     9.650922    20.872414     5.416020
    13.889574    29.240629    10.665327
    19.453922    38.639591    20.788063
    25.812382    45.398075    37.786617
    31.074997    42.741619    59.722218
    32.235191    26.987120    77.103676
    27.723595     5.891877    80.759628
    19.370274    -9.224019    73.596924
    10.419310   -15.900664    64.284248
     2.900491   -17.550817    57.253071
    -2.677771   -17.235836    52.877129
    -6.546084   -16.388800    50.347294
    -9.111570   -15.500278    48.904297
   -10.742541   -14.697568    48.042774
   -11.722557   -14.002362    47.457428
   -12.259851   -13.418293    46.974041
   -12.506901   -12.951804    46.502769
   -12.576630   -12.611677    46.008335
   -12.553215   -12.404364    45.490009
   -12.498782   -12.330598    44.967506
   -12.457647   -12.384120    44.471085
   -12.459277   -12.551782    44.034740
   -12.520544   -12.814125    43.691563
   -12.647529   -13.145901    43.470329
   -12.836946   -13.516478    43.392590
   -13.077318   -13.890484    43.469810
   -13.350103   -14.229272    43.700516
   -13.631109   -14.493754    44.067837
   -13.892528   -14.648874    44.538399
   -14.105829   -14.669283    45.063599
   -14.245461   -14.545018    45.584133
   -14.292859   -14.285326    46.037704
   -14.239920   -13.918877    46.368607
   -14.090956   -13.489653    46.536762
   -13.862459   -13.049413    46.523705
   -13.580636   -12.648975    46.334053
   -13.277369   -12.330844    45.992676
   -12.985678   -12.124816    45.539097
   -12.735697   -12.046806    45.021194
   -12.551785   -12.099986    44.489666
   -12.450919   -12.276911    43.993919
   -12.442106   -12.561520    43.579258
   -12.526411   -12.930428    43.284775
   -12.697226   -13.353523    43.141300
   -12.940578   -13.794340    43.168941
   -13.235518   -14.211002    43.374050
   -13.554855   -14.558598    43.746021
   -13.866624   -14.793643    44.254879
   -14.136685   -14.880608    44.851116
   -14.332581   -14.799398    45.469227
   -14.428263   -14.551645    46.035614
   -14.408757   -14.163183    46.479893
   -14.273449   -13.681002    46.746861
   -14.036851   -13.165008    46.805649
   -13.726448   -12.677114    46.653385
   -13.378182   -12.271157    46.312939
   -13.030891   -11.986381    45.826462
   -12.721111   -11.845276    45.247467
   -12.479248   -11.854850    44.633739
   -12.327410   -12.009505    44.042187
   -12.278655   -12.293890    43.525600
   -12.337096   -12.684753    43.130604
   -12.498303   -13.151609    42.895844
   -12.749662   -13.656672    42.849682
   -13.070618   -14.154981    43.006943
   -13.433048   -14.595849    43.364872
   -13.802268   -14.926766    43.899189
   -14.139248   -15.100261    44.561886
   -14.404479   -15.083078    45.282902
   -14.563360   -14.865396    45.977341
   -14.592223   -14.466595    46.558033
   -14.483389   -13.934453    46.950825
   -14.247527   -13.336894    47.107960
   -13.912303   -12.748724    47.015224
   -13.517592   -12.237981    46.691139
   -13.108762   -11.856212    46.179764
   -12.729959   -11.634605    45.540722
   -12.418948   -11.585163    44.839893
   -12.204131   -11.704550    44.142723
   -12.103516   -11.978199    43.510300
   -12.124930   -12.383125    42.997334
   -12.266693   -12.888945    42.650795
   -12.518158   -13.457480    42.508053
   -12.859910   -14.041936    42.593746
   -13.263787   -14.587043    42.915207
   -13.693270   -15.031743    43.456985
   -14.105022   -15.315670    44.176212
   -14.452375   -15.389544    45.001465
   -14.691053   -15.227545    45.837959
   -14.786523   -14.837533    46.580421
   -14.721210   -14.264188    47.131630
   -14.499177   -13.582163    47.421211
   -14.146331   -12.880748    47.418118
   -13.705817   -12.245703    47.132786
   -13.230108   -11.744816    46.609722
   -12.772361   -11.421073    45.915016
   -12.379375   -11.293235    45.123955
   -12.087363   -11.360816    44.311939
   -11.920441   -11.609980    43.549427
   -11.890958   -12.017888    42.899860
   -12.000582   -12.554536    42.418888
   -12.241236   -13.182279    42.153332
   -12.595433   -13.854068    42.138653
   -13.036037   -14.511958    42.394306
   -13.525953   -15.087871    42.917107
   -14.018694   -15.508654    43.673969
   -14.460965   -15.706684    44.597015
   -14.798170   -15.635083    45.585098
   -14.982761   -15.283352    46.515099
   -14.983842   -14.686689    47.262863
   -14.795000   -13.923000    47.728355
   -14.437220   -13.096716    47.855881
   -13.955321   -12.315372    47.641766
   -13.409082   -11.668389    47.128071
   -12.862217   -11.215211    46.387344
   -12.372711   -10.984179    45.505898
   -11.986651   -10.978662    44.571087
   -11.735846   -11.185398    43.664314
   -11.638211   -11.581213    42.858612
   -11.699430   -12.136358    42.218594
   -11.914554   -12.814433    41.800606
   -12.268777   -13.569876    41.651379
   -12.737142   -14.344680    41.804028
   -13.283589   -15.066580    42.270920
   -13.860309   -15.651434    43.034145
   -14.408854   -16.012402    44.036263
   -14.864579   -16.076733    45.176235
   -15.165246   -15.807062    46.316349
   -15.262826   -15.219333    47.303223
   -15.135271   -14.387461    47.999210
   -14.793664   -13.429296    48.313141
   -14.281273   -12.478149    48.217594
   -13.664463   -11.652278    47.746601
   -13.019011   -11.034660    46.978054
   -12.416815   -10.667966    46.011166
   -11.916700   -10.561358    44.948120
   -11.560466   -10.702050    43.883686
   -11.373082   -11.065560    42.901875
   -11.365065   -11.621615    42.076622
   -11.535101   -12.335221    41.473518
   -11.871670   -13.163877    41.150257
   -12.353089   -14.052632    41.154182
   -12.946167   -14.929281    41.515751
   -13.604285   -15.702835    42.237713
   -14.266533   -16.269079    43.281696
   -14.860028   -16.526375    44.557022
   -15.307427   -16.401260    45.919594
   -15.540013   -15.876672    47.188499
   -15.513696   -15.009321    48.181263
   -15.222194   -13.923622    48.757145
   -14.701222   -12.780835    48.849754
   -14.021051   -11.737040    48.474472
   -13.270405   -10.909510    47.710770
   -12.538380   -10.363441    46.672421
   -11.900578   -10.117772    45.480476
   -11.412262   -10.160608    44.246964
   -11.107780   -10.464676    43.069344
   -11.003687   -10.997393    42.031696
   -11.102798   -11.724291    41.208359
