-4	-4	0.226677
-4	-3.6	0.620974
-4	-3.2	1.24607
-4	-2.8	1.83471
-4	-2.4	1.97512
-4	-2	1.53556
-4	-1.6	0.950629
-4	-1.2	1.04051
-4	-0.8	2.3279
-4	-0.4	4.30755
-4	0	5.65699
-4	0.4	5.69895
-4	0.8	5.48823
-4	1.2	6.4155
-4	1.6	8.18774
-4	2	9.65182
-4	2.4	10.3554
-4	2.8	10.0377
-4	3.2	8.34289
-4	3.6	5.69799

-3.6	-4	0.515964
-3.6	-3.6	1.39558
-3.6	-3.2	2.78555
-3.6	-2.8	4.11966
-3.6	-2.4	4.51226
-3.6	-2	3.60645
-3.6	-1.6	2.1799
-3.6	-1.2	1.83172
-3.6	-0.8	3.57747
-3.6	-0.4	6.53745
-3.6	0	8.56253
-3.6	0.4	8.50618
-3.6	0.8	7.78239
-3.6	1.2	8.52694
-3.6	1.6	10.4302
-3.6	2	11.733
-3.6	2.4	12.0179
-3.6	2.8	11.6356
-3.6	3.2	10.3787
-3.6	3.6	8.10792

-3.2	-4	0.923299
-3.2	-3.6	2.42216
-3.2	-3.2	4.74928
-3.2	-2.8	7.0145
-3.2	-2.4	7.85141
-3.2	-2	6.62136
-3.2	-1.6	4.32898
-3.2	-1.2	3.28095
-3.2	-0.8	4.87675
-3.2	-0.4	7.82021
-3.2	0	9.67964
-3.2	0.4	9.48957
-3.2	0.8	8.62761
-3.2	1.2	9.08358
-3.2	1.6	10.5011
-3.2	2	11.1371
-3.2	2.4	10.9849
-3.2	2.8	11.0751
-3.2	3.2	11.2659
-3.2	3.6	10.4483

-2.8	-4	1.39857
-2.8	-3.6	3.44925
-2.8	-3.2	6.47543
-2.8	-2.8	9.38288
-2.8	-2.4	10.6693
-2.8	-2	9.61323
-2.8	-1.6	7.16566
-2.8	-1.2	5.73922
-2.8	-0.8	6.61813
-2.8	-0.4	8.14646
-2.8	0	8.55498
-2.8	0.4	8.17144
-2.8	0.8	8.0733
-2.8	1.2	8.74046
-2.8	1.6	9.35554
-2.8	2	9.00215
-2.8	2.4	8.52103
-2.8	2.8	9.26664
-2.8	3.2	10.9578
-2.8	3.6	11.7489

-2.4	-4	1.95973
-2.4	-3.6	4.36917
-2.4	-3.2	7.55478
-2.4	-2.8	10.3673
-2.4	-2.4	11.6709
-2.4	-2	11.1008
-2.4	-1.6	9.39715
-2.4	-1.2	8.31736
-2.4	-0.8	8.47248
-2.4	-0.4	8.08472
-2.4	0	6.59207
-2.4	0.4	5.99286
-2.4	0.8	7.08917
-2.4	1.2	8.39458
-2.4	1.6	8.3926
-2.4	2	7.30794
-2.4	2.4	6.75961
-2.4	2.8	7.77946
-2.4	3.2	9.87627
-2.4	3.6	11.3438

-2	-4	2.71696
-2	-3.6	5.2774
-2	-3.2	8.05206
-2	-2.8	9.95947
-2	-2.4	10.5674
-2	-2	10.2176
-2	-1.6	9.51428
-2	-1.2	9.19878
-2	-0.8	9.02764
-2	-0.4	7.48252
-2	0	5.0332
-2	0.4	4.45506
-2	0.8	6.24899
-2	1.2	7.90604
-2	1.6	7.78467
-2	2	6.9555
-2	2.4	7.03365
-2	2.8	8.10631
-2	3.2	9.56279
-2	3.6	10.5777

-1.6	-4	3.86522
-1.6	-3.6	6.36394
-1.6	-3.2	8.23548
-1.6	-2.8	8.68062
